ac_id,date,debit_credit_indicator,transaction_category,transaction_type,transaction_amount,disputed_transaction_indicator,failed_transaction_indicator,counterparty_name,description,category,sub_category,country,city,transaction_id
5634523468,2023-06-03,Debit,UPI,P2P Transfer,600,false,false,Krishna,Ola Ride from Mall to restaurant,Needs,Transportation,India,Bengaluru,1033
5634523468,2022-12-25,Debit,UPI,P2P Transfer,600,false,false,Krishna,Ola Ride from Mall to restaurant,Needs,Transportation,India,Bengaluru,1034
1100023468,2022-08-14,Debit,NEFT,P2M Transfer,150000,false,false,Vistara,Flight Tickets to Bali,Wants,Travel,India,Bangalore,1218
1100023468,2022-08-21,Debit,NEFT,P2M Transfer,150000,false,false,Vistara,Flight Tickets to India,Wants,Travel,India,Bangalore,1219
5634523468,2022-10-29,Debit,ATM / PoS,Card Payment,2000,false,false,Walmart,Bought groceries at Walmart,Needs,Food and Groceries,India,Bengaluru,536
5634523468,2023-04-07,Debit,ATM / PoS,Card Payment,2000,false,false,Walmart,Bought groceries at Walmart,Needs,Food and Groceries,India,Bengaluru,535
5634523468,2023-09-14,Debit,ATM / PoS,Card Payment,2000,false,false,Walmart,Bought groceries at Walmart,Needs,Food and Groceries,India,Bengaluru,537
1100023468,2022-10-26,Credit,UPI,P2P Transfer,10000,false,false,John Doe,Paid John Doe for lunch,Needs,Food and Groceries,India,Bengaluru,859
1100023468,2023-09-11,Credit,UPI,P2P Transfer,10000,false,false,John Doe,Paid John Doe for lunch,Needs,Food and Groceries,India,Bengaluru,860
1100023468,2023-04-04,Credit,UPI,P2P Transfer,10000,false,false,John Doe,Paid John Doe for lunch,Needs,Food and Groceries,India,Bengaluru,858
1100023468,2023-09-28,Debit,UPI,P2P Transfer,15000,false,false,Wake Fit,Furniture,Needs,Housing,India,Bengaluru,3001
1100023468,2023-09-01,Debit,NEFT,Card Payment,15000,false,false,Gold Card,Card Payment,Miscellaneous,Miscellaneous,India,Bengaluru,631
1100023468,2023-03-25,Debit,NEFT,Card Payment,15000,false,false,Gold Card,Card Payment,Miscellaneous,Miscellaneous,India,Bengaluru,629
1100023468,2022-10-16,Debit,NEFT,Card Payment,15000,false,false,Gold Card,Card Payment,Miscellaneous,Miscellaneous,India,Bengaluru,630
5634523468,2023-09-17,Debit,UPI,P2M Transfer,56,false,false,Chai Point,Mental Health,Needs,Healthcare,India,Bengaluru,9
5634523468,2022-11-01,Debit,UPI,P2M Transfer,56,false,false,Chai Point,Mental Health,Needs,Healthcare,India,Bengaluru,7
5634523468,2023-04-10,Debit,UPI,P2M Transfer,56,false,false,Chai Point,Mental Health,Needs,Healthcare,India,Bengaluru,8
1100023468,2023-09-30,Credit,NEFT,Salary,100000,false,false,Google Pay,Salary for September 2023,Earning,Active,India,Bengaluru,718
1100023468,2022-11-14,Credit,NEFT,Salary,100000,false,false,Google Pay,Salary for Nov 2022,Earning,Active,India,Bengaluru,717
5927831234,2023-07-30,Credit,NEFT,Salary,90000,false,false,Google Pay,Salary for July 23,Earning,Active,India,Bengaluru,1169
1100023468,2023-04-23,Credit,NEFT,Salary,100000,false,false,Google Pay,Salary for April 2023,Earning,Active,India,Bengaluru,719
5927831234,2023-08-30,Credit,NEFT,Salary,90000,false,false,Google Pay,Salary for Aug 23,Earning,Active,India,Bengaluru,1167
5927831234,2023-06-30,Credit,NEFT,Salary,90000,false,false,Google Pay,Salary for June 23,Earning,Active,India,Bengaluru,1168
5634523468,2022-09-28,Debit,UPI,P2P Transfer,357,false,false,XYZ Medical,Medical,Needs,Healthcare,India,Bengaluru,1300
5634523468,2023-09-28,Debit,UPI,P2P Transfer,502,false,false,XYZ Medical,Medical,Needs,Healthcare,India,Bengaluru,1300
5634523468,2023-09-02,Debit,UPI,P2P Transfer,3300,false,false,XYZ Travels,Zoomcar Rent for a trip,Wants,Transportation,India,Bengaluru,1505
1100023468,2022-08-15,Debit,NEFT,P2M Transfer,300000,false,false,AYANA Resort,Hotel in Bali,Wants,Travel,Indonesia,Bali,1220
1100023468,2022-08-17,Debit,NEFT,P2M Transfer,200000,false,false,Pacafic Mall,Shopping in Bali,Wants,Travel,Indonesia,Bali,1221
5927831234,2023-09-30,Debit,NEFT,P2M Transfer,80000,false,false,Mercedes Benz,Vehicle loan Aug 23,Miscellaneous,Miscellaneous,India,Bengaluru,894
5927831234,2023-07-30,Debit,NEFT,P2M Transfer,80000,false,false,Mercedes Benz,Vehicle loan July 23,Miscellaneous,Miscellaneous,India,Bengaluru,896
5927831234,2023-08-30,Debit,NEFT,P2M Transfer,80000,false,false,Mercedes Benz,Vehicle loan June 23,Miscellaneous,Miscellaneous,India,Bengaluru,895
1100023468,2023-03-28,Debit,UPI,P2M Transfer,2200,false,false,Levi's Fashion,Purchase,Miscellaneous,Miscellaneous,India,Bengaluru,173
1100023468,2022-10-19,Debit,UPI,P2M Transfer,2200,false,false,Levi's Fashion,Purchase,Miscellaneous,Miscellaneous,India,Bengaluru,172
1100023468,2023-09-04,Debit,UPI,P2M Transfer,2200,false,false,Levi's Fashion,Purchase,Miscellaneous,Miscellaneous,India,Bengaluru,174
1100023468,2022-10-25,Credit,NEFT,Interest Income,500000,false,false,Bank of America,Interest earned on savings account,Earning,Active,India,Bengaluru,1203
1100023468,2023-04-03,Credit,NEFT,Interest Income,500000,false,false,Bank of America,Interest earned on savings account,Earning,Active,India,Bengaluru,1204
1100023468,2023-09-10,Credit,NEFT,Interest Income,500000,false,false,Bank of America,Interest earned on savings account,Earning,Active,India,Bengaluru,1205
1100023468,2023-09-03,Debit,UPI,P2M Transfer,1800,false,false,Nature's Basket,Groceries,Needs,Food and Groceries,India,Bengaluru,141
1100023468,2023-03-27,Debit,UPI,P2M Transfer,1800,false,false,Nature's Basket,Groceries,Needs,Food and Groceries,India,Bengaluru,139
1100023468,2022-10-18,Debit,UPI,P2M Transfer,1800,false,false,Nature's Basket,Groceries,Needs,Food and Groceries,India,Bengaluru,140
5634523468,2023-09-12,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for September 2023,Needs,Housing,India,Bengaluru,637
5634523468,2023-07-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Jul 2023,Needs,Housing,India,Bengaluru,645
5634523468,2023-03-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for March 2023,Needs,Housing,India,Bengaluru,641
5634523468,2023-08-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Aug 2023,Needs,Housing,India,Bengaluru,643
5634523468,2023-01-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Jan 2023,Needs,Housing,India,Bengaluru,636
5634523468,2023-02-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Feb 2023,Needs,Housing,India,Bengaluru,639
5634523468,2022-10-27,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for September 2023,Needs,Housing,India,Bengaluru,635
5634523468,2023-05-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for May 2023,Needs,Housing,India,Bengaluru,646
5634523468,2023-04-05,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for September 2023,Needs,Housing,India,Bengaluru,642
5634523468,2023-06-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Jun 2023,Needs,Housing,India,Bengaluru,644
5634523468,2022-11-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Nov 2022,Needs,Housing,India,Bengaluru,640
5634523468,2022-12-01,Debit,RTGS,Rent Payment,15000,false,false,Paradise PG for Men,Paid rent for Dec 2022,Needs,Housing,India,Bengaluru,638
1100023468,2023-06-01,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,660
1100023468,2022-08-15,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,670
1100023468,2022-12-23,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,668
1100023468,2023-07-01,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,665
1100023468,2023-05-01,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,663
1100023468,2023-02-22,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,669
1100023468,2022-09-15,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,664
1100023468,2023-03-25,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,659
1100023468,2023-08-01,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,666
1100023468,2023-01-22,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,671
1100023468,2023-09-15,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,3002
1100023468,2022-07-16,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,661
1100023468,2022-10-16,Debit,UPI,P2P Transfer,7000,false,false,Lata,Cook,Needs,Housing,India,Bengaluru,662
1100023468,2023-02-22,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,585
1100023468,2022-09-15,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,594
1100023468,2022-07-16,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,589
1100023468,2023-06-01,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,586
1100023468,2022-10-16,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,584
1100023468,2022-12-23,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,593
1100023468,2023-03-25,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,592
1100023468,2023-01-22,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,588
1100023468,2022-08-15,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,590
1100023468,2023-07-01,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,587
1100023468,2023-08-01,Debit,UPI,P2P Transfer,4000,false,false,Jane,Maid,Needs,Housing,India,Bengaluru,595
1100023468,2023-07-01,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,607
1100023468,2022-10-16,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,601
1100023468,2023-09-15,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,3003
1100023468,2023-02-22,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,598
1100023468,2023-03-25,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,599
1100023468,2023-01-22,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,597
1100023468,2023-08-01,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,603
1100023468,2022-07-16,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,602
1100023468,2023-06-01,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,606
1100023468,2022-08-15,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,600
1100023468,2022-12-23,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,604
1100023468,2022-09-15,Debit,UPI,P2P Transfer,4000,false,false,Mary,Maid,Needs,Housing,India,Bengaluru,596
5634523468,2023-07-06,Debit,UPI,P2M Transfer,1450,false,false,Smoke Co.,Lunch,Needs,Food and Groceries,India,Bengaluru,931
5634523468,2022-08-20,Debit,UPI,P2M Transfer,1450,false,false,Smoke Co.,Lunch,Needs,Food and Groceries,India,Bengaluru,932
5634523468,2023-01-27,Debit,UPI,P2M Transfer,1450,false,false,Smoke Co.,Lunch,Needs,Food and Groceries,India,Bengaluru,930
5634523468,2022-12-30,Debit,UPI,P2M Transfer,1375,false,false,Smoke Co.,Lunch,Needs,Food and Groceries,India,Bengaluru,785
5634523468,2023-06-08,Debit,UPI,P2M Transfer,1375,false,false,Smoke Co.,Lunch,Needs,Food and Groceries,India,Bengaluru,784
5634523468,2022-07-23,Debit,UPI,P2M Transfer,1375,false,false,Smoke Co.,Lunch,Needs,Food and Groceries,India,Bengaluru,783
5634523468,2023-01-20,Debit,UPI,P2M Transfer,1100,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,171
5634523468,2022-08-13,Debit,UPI,P2M Transfer,1100,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,169
5634523468,2023-06-01,Debit,UPI,P2M Transfer,1050,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,693
5634523468,2022-07-16,Debit,UPI,P2M Transfer,1050,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,695
5634523468,2022-09-10,Debit,UPI,P2M Transfer,1150,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,1162
5634523468,2023-06-29,Debit,UPI,P2M Transfer,1100,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,170
5634523468,2023-07-27,Debit,UPI,P2M Transfer,1150,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,1161
5634523468,2023-02-17,Debit,UPI,P2M Transfer,1150,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,1163
5634523468,2022-12-23,Debit,UPI,P2M Transfer,1050,false,false,The Fatty Bao,Lunch,Needs,Food and Groceries,India,Bengaluru,694
5634523468,2023-01-06,Debit,UPI,P2M Transfer,1850,false,false,The Permit Room,Lunch,Needs,Food and Groceries,India,Bengaluru,1137
5634523468,2023-06-15,Debit,UPI,P2M Transfer,1850,false,false,The Permit Room,Lunch,Needs,Food and Groceries,India,Bengaluru,1139
5634523468,2022-08-27,Debit,ATM / PoS,P2M Transfer,1900,false,false,The Permit Room,Lunch,Needs,Food and Groceries,India,Bengaluru,946
5634523468,2023-07-13,Debit,ATM / PoS,P2M Transfer,1900,false,false,The Permit Room,Lunch,Needs,Food and Groceries,India,Bengaluru,945
5634523468,2022-07-30,Debit,UPI,P2M Transfer,1850,false,false,The Permit Room,Lunch,Needs,Food and Groceries,India,Bengaluru,1138
5634523468,2023-02-03,Debit,ATM / PoS,P2M Transfer,1900,false,false,The Permit Room,Lunch,Needs,Food and Groceries,India,Bengaluru,947
5634523468,2023-01-13,Debit,UPI,P2M Transfer,750,false,false,Hole in the Wall Cafe,Lunch,Needs,Food and Groceries,India,Bengaluru,725
5634523468,2023-02-10,Debit,UPI,P2M Transfer,800,false,false,Hole in the Wall Cafe,Lunch,Needs,Food and Groceries,India,Bengaluru,65
5634523468,2023-06-22,Debit,UPI,P2M Transfer,750,false,false,Hole in the Wall Cafe,Lunch,Needs,Food and Groceries,India,Bengaluru,723
5634523468,2022-08-06,Debit,UPI,P2M Transfer,750,false,false,Hole in the Wall Cafe,Lunch,Needs,Food and Groceries,India,Bengaluru,724
5634523468,2023-07-20,Debit,UPI,P2M Transfer,800,false,false,Hole in the Wall Cafe,Lunch,Needs,Food and Groceries,India,Bengaluru,64
5634523468,2022-09-03,Debit,UPI,P2M Transfer,800,false,false,Hole in the Wall Cafe,Lunch,Needs,Food and Groceries,India,Bengaluru,66
5927831234,2023-06-30,Debit,NEFT,P2P Transfer,4000,false,false,Jane,Dinner,Needs,Food and Groceries,India,Bengaluru,583
5634523468,2023-08-31,Debit,ATM / PoS,Card Payment,15000,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,634
5634523468,2022-10-15,Debit,ATM / PoS,Card Payment,15000,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,632
5634523468,2022-11-12,Debit,ATM / PoS,Card Payment,1675,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,162
5634523468,2023-08-03,Debit,ATM / PoS,Card Payment,1525,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,1075
5634523468,2023-03-24,Debit,ATM / PoS,Card Payment,15000,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,633
5634523468,2022-09-17,Debit,ATM / PoS,Card Payment,1525,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,1074
5634523468,2023-04-21,Debit,ATM / PoS,Card Payment,1675,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,160
5634523468,2023-02-24,Debit,ATM / PoS,Card Payment,1525,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,1076
5634523468,2023-09-28,Debit,ATM / PoS,Card Payment,1675,false,false,Smoke Co.,Dinner,Needs,Food and Groceries,India,Bengaluru,161
5634523468,2022-10-08,Debit,UPI,P2M Transfer,1200,false,false,The Fatty Bao,Dinner,Needs,Food and Groceries,India,Bengaluru,1041
5634523468,2022-11-05,Debit,ATM / PoS,Card Payment,1250,false,false,The Fatty Bao,Dinner,Needs,Food and Groceries,India,Bengaluru,795
5634523468,2023-09-21,Debit,ATM / PoS,Card Payment,1250,false,false,The Fatty Bao,Dinner,Needs,Food and Groceries,India,Bengaluru,796
5634523468,2023-08-24,Debit,UPI,P2M Transfer,1200,false,false,The Fatty Bao,Dinner,Needs,Food and Groceries,India,Bengaluru,1042
5634523468,2023-03-17,Debit,UPI,P2M Transfer,1200,false,false,The Fatty Bao,Dinner,Needs,Food and Groceries,India,Bengaluru,1043
5634523468,2023-04-14,Debit,ATM / PoS,Card Payment,1250,false,false,The Fatty Bao,Dinner,Needs,Food and Groceries,India,Bengaluru,797
5634523468,2022-11-14,Debit,ATM / PoS,Card Payment,2050,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,73
5634523468,2023-03-03,Debit,ATM / PoS,Card Payment,1950,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,782
5634523468,2023-09-30,Debit,ATM / PoS,Card Payment,2050,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,75
5634523468,2022-09-24,Debit,ATM / PoS,Card Payment,1950,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,780
5634523468,2023-04-23,Debit,ATM / PoS,Card Payment,2050,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,74
5634523468,2023-03-31,Debit,UPI,P2M Transfer,2000,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,564
5634523468,2023-08-10,Debit,ATM / PoS,Card Payment,1950,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,781
5634523468,2022-10-22,Debit,UPI,P2M Transfer,2000,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,563
5634523468,2023-09-07,Debit,UPI,P2M Transfer,2000,false,false,The Permit Room,Dinner,Needs,Food and Groceries,India,Bengaluru,562
5634523468,2023-09-14,Debit,UPI,P2M Transfer,900,false,false,Hole in the Wall Cafe,Dinner,Needs,Food and Groceries,India,Bengaluru,136
5634523468,2023-03-10,Debit,UPI,P2M Transfer,850,false,false,Hole in the Wall Cafe,Dinner,Needs,Food and Groceries,India,Bengaluru,905
5634523468,2023-08-17,Debit,UPI,P2M Transfer,850,false,false,Hole in the Wall Cafe,Dinner,Needs,Food and Groceries,India,Bengaluru,904
5634523468,2022-10-29,Debit,UPI,P2M Transfer,900,false,false,Hole in the Wall Cafe,Dinner,Needs,Food and Groceries,India,Bengaluru,137
5634523468,2023-04-07,Debit,UPI,P2M Transfer,900,false,false,Hole in the Wall Cafe,Dinner,Needs,Food and Groceries,India,Bengaluru,138
5634523468,2022-10-01,Debit,UPI,P2M Transfer,850,false,false,Hole in the Wall Cafe,Dinner,Needs,Food and Groceries,India,Bengaluru,903
1100023468,2022-07-16,Debit,UPI,P2P Transfer,5000,false,false,Ramesh,Driver,Needs,Transportation,India,Bengaluru,853
1100023468,2022-08-15,Debit,UPI,P2P Transfer,5000,false,false,Ramesh,Driver,Needs,Transportation,India,Bengaluru,855
1100023468,2023-09-01,Debit,UPI,P2P Transfer,5000,false,false,Ramesh,Driver,Needs,Transportation,India,Bengaluru,857
1100023468,2023-01-22,Debit,UPI,P2P Transfer,5000,false,false,Ramesh,Driver,Needs,Transportation,India,Bengaluru,854
1100023468,2023-06-01,Debit,UPI,P2P Transfer,5000,false,false,Ramesh,Driver,Needs,Transportation,India,Bengaluru,847
